Symbol,Date,Prev Close,Close Price,Pct Change
DMART,2017-03-21,299.0,641.6,2.145819397993311
DMART,2017-03-22,641.6,638.55,0.9952462593516208
DMART,2017-03-23,638.55,634.85,0.994205622112599
DMART,2017-03-24,634.85,616.9,0.9717256044734977
DMART,2017-03-27,616.9,614.4,0.9959474793321446
DMART,2017-03-28,614.4,628.8,1.0234375
DMART,2017-03-29,628.8,628.25,0.9991253180661578
DMART,2017-03-30,628.25,631.85,1.0057302029446877
DMART,2017-03-31,631.85,637.85,1.0094959246656643
DMART,2017-04-03,637.85,634.25,0.9943560398212745
DMART,2017-04-05,634.25,632.15,0.9966890027591643
DMART,2017-04-06,632.15,664.4,1.0510163726963537
DMART,2017-04-07,664.4,751.2,1.1306441902468394
DMART,2017-04-10,751.2,774.1,1.0304845580404685
DMART,2017-04-11,774.1,778.55,1.005748611290531
DMART,2017-04-12,778.55,762.2,0.9789994220024405
DMART,2017-04-13,762.2,783.25,1.0276174232484911
DMART,2017-04-17,783.25,774.05,0.9882540695818703
DMART,2017-04-18,774.05,730.15,0.9432853174859506
DMART,2017-04-19,730.15,732.8,1.003629391220982
DMART,2017-04-20,732.8,756.3,1.0320687772925765
DMART,2017-04-21,756.3,743.2,0.9826788311516595
DMART,2017-04-24,743.2,726.3,0.9772604951560817
DMART,2017-04-25,726.3,734.8,1.0117031529670935
DMART,2017-04-26,734.8,747.9,1.0178279804028307
DMART,2017-04-27,747.9,740.1,0.9895707982350582
DMART,2017-04-28,740.1,736.5,0.9951357924604782
DMART,2017-05-02,736.5,752.3,1.0214528173794977
DMART,2017-05-03,752.3,756.85,1.0060481191014223
DMART,2017-05-04,756.85,773.25,1.0216687586708066
DMART,2017-05-05,773.25,808.9,1.0461041060459102
DMART,2017-05-08,808.9,780.15,0.9644579057979973
DMART,2017-05-09,780.15,780.05,0.9998718195218868
DMART,2017-05-10,780.05,790.85,1.0138452663290816
DMART,2017-05-11,790.85,761.8,0.9632673705506732
DMART,2017-05-12,761.8,751.8,0.9868731950643214
DMART,2017-05-15,751.8,752.15,1.0004655493482308
DMART,2017-05-16,752.15,750.4,0.9976733364355514
DMART,2017-05-17,750.4,744.9,0.9926705756929638
DMART,2017-05-18,744.9,727.45,0.976574036783461
DMART,2017-05-19,727.45,722.9,0.9937452745893187
DMART,2017-05-22,722.9,721.55,0.9981325217872458
DMART,2017-05-23,721.55,708.4,0.981775344743954
DMART,2017-05-24,708.4,714.2,1.008187464709204
DMART,2017-05-25,714.2,712.4,0.9974796975637076
DMART,2017-05-26,712.4,714.9,1.0035092644581696
DMART,2017-05-29,714.9,714.8,0.9998601202965449
DMART,2017-05-30,714.8,727.85,1.0182568550643538
DMART,2017-05-31,727.85,745.15,1.0237686336470426
DMART,2017-06-01,745.15,776.85,1.0425417701134
DMART,2017-06-02,776.85,779.65,1.0036042994143013
DMART,2017-06-05,779.65,789.75,1.0129545308792407
DMART,2017-06-06,789.75,775.35,0.9817663817663818
DMART,2017-06-07,775.35,774.3,0.9986457728767653
DMART,2017-06-08,774.3,790.25,1.0205992509363297
DMART,2017-06-09,790.25,802.35,1.015311610249921
DMART,2017-06-12,802.35,804.1,1.0021810930391974
DMART,2017-06-13,804.1,798.65,0.9932222360402935
DMART,2017-06-14,798.65,798.55,0.9998747887059413
DMART,2017-06-15,798.55,797.95,0.9992486381566591
DMART,2017-06-16,797.95,800.1,1.002694404411304
DMART,2017-06-19,800.1,796.4,0.9953755780527433
DMART,2017-06-20,796.4,822.05,1.0322074334505273
DMART,2017-06-21,822.05,817.8,0.9948299981752935
DMART,2017-06-22,817.8,803.9,0.9830031792614331
DMART,2017-06-23,803.9,801.6,0.9971389476303023
DMART,2017-06-27,801.6,804.6,1.0037425149700598
DMART,2017-06-28,804.6,818.05,1.0167163808103405
DMART,2017-06-29,818.05,815.5,0.9968828311227921
DMART,2017-06-30,815.5,815.1,0.9995095033721644
DMART,2017-07-03,815.1,840.05,1.0306097411360569
DMART,2017-07-04,840.05,836.2,0.9954169394678889
DMART,2017-07-05,836.2,846.05,1.0117794785936378
DMART,2017-07-06,846.05,880.3,1.040482241002305
DMART,2017-07-07,880.3,895.45,1.0172100420311259
DMART,2017-07-10,895.45,934.6,1.0437210341169245
DMART,2017-07-11,934.6,913.95,0.9779049860903061
DMART,2017-07-12,913.95,910.3,0.9960063460802012
DMART,2017-07-13,910.3,915.15,1.0053279138745468
DMART,2017-07-14,915.15,891.35,0.9739933344260504
DMART,2017-07-17,891.35,911.7,1.0228305379480565
DMART,2017-07-18,911.7,910.65,0.9988483053636064
DMART,2017-07-19,910.65,911.7,1.0011530225662988
DMART,2017-07-20,911.7,909.2,0.9972578699133486
DMART,2017-07-21,909.2,914.75,1.0061042674879015
DMART,2017-07-24,914.75,916.55,1.0019677507515714
DMART,2017-07-25,916.55,925.65,1.009928536359173
DMART,2017-07-26,925.65,909.6,0.9826608329282126
DMART,2017-07-27,909.6,896.9,0.9860378188214599
DMART,2017-07-28,896.9,898.55,1.0018396699743561
DMART,2017-07-31,898.55,919.7,1.0235379222080019
DMART,2017-08-01,919.7,916.05,0.9960313145590952
DMART,2017-08-02,916.05,906.8,0.9899022979095028
DMART,2017-08-03,906.8,898.1,0.9904058226731364
DMART,2017-08-04,898.1,911.35,1.0147533682218015
DMART,2017-08-07,911.35,923.8,1.0136610522850715
DMART,2017-08-08,923.8,902.3,0.9767265641913834
DMART,2017-08-09,902.3,889.25,0.9855369610994127
DMART,2017-08-10,889.25,880.8,0.990497610345797
DMART,2017-08-11,880.8,890.1,1.0105585831062671
DMART,2017-08-14,890.1,902.45,1.013874845522975
DMART,2017-08-16,902.45,907.8,1.005928306277356
DMART,2017-08-17,907.8,920.8,1.0143203348755232
DMART,2017-08-18,920.8,926.25,1.0059187662901825
DMART,2017-08-21,926.25,927.1,1.0009176788124157
DMART,2017-08-22,927.1,958.05,1.033383669507065
DMART,2017-08-23,958.05,989.5,1.0328270967068525
DMART,2017-08-24,989.5,994.6,1.0051541182415362
DMART,2017-08-28,994.6,1046.15,1.0518298813593405
DMART,2017-08-29,1046.15,1032.85,0.9872867179658747
DMART,2017-08-30,1032.85,1050.9,1.0174759161543305
DMART,2017-08-31,1050.9,1039.8,0.9894376248929487
DMART,2017-09-01,1039.8,1048.4,1.0082708213117908
DMART,2017-09-04,1048.4,1020.65,0.9735310950019076
DMART,2017-09-05,1020.65,1077.7,1.0558957527066086
DMART,2017-09-06,1077.7,1066.6,0.989700287649624
DMART,2017-09-07,1066.6,1076.2,1.0090005625351586
DMART,2017-09-08,1076.2,1070.85,0.9950288050548224
DMART,2017-09-11,1070.85,1088.8,1.0167623850212448
DMART,2017-09-12,1088.8,1088.45,0.9996785451873623
DMART,2017-09-13,1088.45,1091.5,1.0028021498461115
DMART,2017-09-14,1091.5,1089.75,0.9983967017865323
DMART,2017-09-15,1089.75,1087.75,0.9981647166781372
DMART,2017-09-18,1087.75,1089.5,1.0016088255573432
DMART,2017-09-19,1089.5,1077.55,0.9890316659017898
DMART,2017-09-20,1077.55,1084.75,1.0066818245093037
DMART,2017-09-21,1084.75,1069.05,0.9855266190366443
DMART,2017-09-22,1069.05,1039.15,0.9720312426921099
DMART,2017-09-25,1039.15,1029.0,0.9902324014819803
DMART,2017-09-26,1029.0,1116.05,1.0845966958211857
DMART,2017-09-27,1116.05,1076.75,0.964786523901259
DMART,2017-09-28,1076.75,1043.95,0.9695379614580916
DMART,2017-09-29,1043.95,1078.45,1.03304755974903
DMART,2017-10-03,1078.45,1100.95,1.0208632759979601
DMART,2017-10-04,1100.95,1099.35,0.9985467096598392
DMART,2017-10-05,1099.35,1104.0,1.0042297721380817
DMART,2017-10-06,1104.0,1105.25,1.0011322463768115
DMART,2017-10-09,1105.25,1116.75,1.0104048857724497
DMART,2017-10-10,1116.75,1184.65,1.0608014327289008
DMART,2017-10-11,1184.65,1213.1,1.0240155320136748
DMART,2017-10-12,1213.1,1268.65,1.045791773143187
DMART,2017-10-13,1268.65,1229.9,0.9694557206479328
DMART,2017-10-16,1229.9,1232.45,1.0020733392958776
DMART,2017-10-17,1232.45,1220.0,0.9898981703111688
DMART,2017-10-18,1220.0,1159.7,0.9505737704918034
DMART,2017-10-19,1159.7,1167.4,1.0066396481848754
DMART,2017-10-23,1167.4,1126.4,0.9648792187767689
DMART,2017-10-24,1126.4,1092.9,0.9702592329545454
DMART,2017-10-25,1092.9,1143.7,1.0464818373135694
DMART,2017-10-26,1143.7,1143.1,0.9994753869021595
DMART,2017-10-27,1143.1,1136.2,0.9939637826961771
DMART,2017-10-30,1136.2,1147.9,1.0102974828375286
DMART,2017-10-31,1147.9,1140.6,0.9936405610244793
DMART,2017-11-01,1140.6,1151.8,1.009819393301771
DMART,2017-11-02,1151.8,1149.45,0.9979597152283384
DMART,2017-11-03,1149.45,1129.15,0.9823393797033364
DMART,2017-11-06,1129.15,1125.5,0.9967674799628038
DMART,2017-11-07,1125.5,1100.2,0.9775211017325633
DMART,2017-11-08,1100.2,1098.05,0.9980458098527539
DMART,2017-11-09,1098.05,1122.2,1.021993533992077
DMART,2017-11-10,1122.2,1159.65,1.0333719479593655
DMART,2017-11-13,1159.65,1160.95,1.001121027896348
DMART,2017-11-14,1160.95,1122.15,0.966579094706921
DMART,2017-11-15,1122.15,1098.4,0.9788352715768837
DMART,2017-11-16,1098.4,1112.6,1.0129278951201746
DMART,2017-11-17,1112.6,1106.05,0.9941128887291031
DMART,2017-11-20,1106.05,1106.15,1.0000904118258669
DMART,2017-11-21,1106.15,1112.3,1.0055598246169144
DMART,2017-11-22,1112.3,1137.8,1.0229254697473704
DMART,2017-11-23,1137.8,1146.3,1.0074705572156795
DMART,2017-11-24,1146.3,1149.9,1.0031405391258834
DMART,2017-11-27,1149.9,1129.85,0.9825637011914078
DMART,2017-11-28,1129.85,1128.25,0.9985838828163032
DMART,2017-11-29,1128.25,1125.55,0.9976069133614004
DMART,2017-11-30,1125.55,1118.1,0.9933810137266225
DMART,2017-12-01,1118.1,1114.4,0.996690814775065
DMART,2017-12-04,1114.4,1150.7,1.0325735821966977
DMART,2017-12-05,1150.7,1133.35,0.9849222212566263
DMART,2017-12-06,1133.35,1123.95,0.991706004323466
DMART,2017-12-07,1123.95,1142.4,1.0164153209662352
DMART,2017-12-08,1142.4,1132.55,0.991377801120448
DMART,2017-12-11,1132.55,1127.4,0.9954527393934044
DMART,2017-12-12,1127.4,1115.75,0.9896664892673407
DMART,2017-12-13,1115.75,1108.0,0.9930539995518709
DMART,2017-12-14,1108.0,1104.2,0.9965703971119134
DMART,2017-12-15,1104.2,1121.8,1.0159391414598804
DMART,2017-12-18,1121.8,1135.25,1.0119896594758424
DMART,2017-12-19,1135.25,1146.0,1.0094692798942964
DMART,2017-12-20,1146.0,1143.0,0.9973821989528796
DMART,2017-12-21,1143.0,1155.6,1.011023622047244
DMART,2017-12-22,1155.6,1151.1,0.9961059190031153
DMART,2017-12-26,1151.1,1150.15,0.9991747024585181
DMART,2017-12-27,1150.15,1146.35,0.9966960831195929
DMART,2017-12-28,1146.35,1148.35,1.0017446678588564
DMART,2017-12-29,1148.35,1181.35,1.028736883354378
DMART,2018-01-01,1181.35,1170.5,0.9908155923308081
DMART,2018-01-02,1170.5,1160.0,0.9910294745835113
DMART,2018-01-03,1160.0,1184.55,1.0211637931034483
DMART,2018-01-04,1184.55,1203.1,1.0156599552572707
DMART,2018-01-05,1203.1,1243.4,1.0334967999335052
DMART,2018-01-08,1243.4,1226.8,0.986649509409683
DMART,2018-01-09,1226.8,1234.1,1.0059504401695467
DMART,2018-01-10,1234.1,1249.3,1.0123166680171785
DMART,2018-01-11,1249.3,1245.5,0.9969582966461219
DMART,2018-01-12,1245.5,1234.6,0.9912484945804897
DMART,2018-01-15,1234.6,1228.85,0.9953426210918516
DMART,2018-01-16,1228.85,1187.0,0.9659437685641047
DMART,2018-01-17,1187.0,1167.35,0.9834456613310867
DMART,2018-01-18,1167.35,1135.45,0.9726731485844007
DMART,2018-01-19,1135.45,1144.35,1.0078383019948036
DMART,2018-01-22,1144.35,1176.3,1.0279197797876525
DMART,2018-01-23,1176.3,1169.2,0.9939641247980958
DMART,2018-01-24,1169.2,1142.15,0.9768645227505988
DMART,2018-01-25,1142.15,1159.3,1.0150155408659107
DMART,2018-01-29,1159.3,1181.9,1.0194945225567154
DMART,2018-01-30,1181.9,1184.6,1.002284457229884
DMART,2018-01-31,1184.6,1179.65,0.9958213743035625
DMART,2018-02-01,1179.65,1174.3,0.9954647564955706
DMART,2018-02-02,1174.3,1135.1,0.9666184109682363
DMART,2018-02-05,1135.1,1117.3,0.9843185622412123
DMART,2018-02-06,1117.3,1105.7,0.9896178286941736
DMART,2018-02-07,1105.7,1122.65,1.0153296554219047
DMART,2018-02-08,1122.65,1165.55,1.0382131563710861
DMART,2018-02-09,1165.55,1177.8,1.0105100596285015
DMART,2018-02-12,1177.8,1187.2,1.0079809814909153
DMART,2018-02-14,1187.2,1201.4,1.0119609164420487
DMART,2018-02-15,1201.4,1183.95,0.9854752788413517
DMART,2018-02-16,1183.95,1173.5,0.9911736137505807
DMART,2018-02-19,1173.5,1168.9,0.996080102258202
DMART,2018-02-20,1168.9,1186.8,1.0153135426469329
DMART,2018-02-21,1186.8,1237.8,1.0429726996966633
DMART,2018-02-22,1237.8,1240.65,1.0023024721279692
DMART,2018-02-23,1240.65,1300.25,1.0480393342199652
DMART,2018-02-26,1300.25,1291.2,0.9930398000384542
DMART,2018-02-27,1291.2,1354.7,1.0491790582403966
DMART,2018-02-28,1354.7,1348.15,0.9951649811766443
DMART,2018-03-01,1348.15,1314.25,0.9748544301450135
DMART,2018-03-05,1314.25,1314.3,1.0000380445120791
DMART,2018-03-06,1314.3,1327.15,1.0097770676405693
DMART,2018-03-07,1327.15,1298.8,0.9786384357457709
DMART,2018-03-08,1298.8,1293.15,0.9956498306128735
DMART,2018-03-09,1293.15,1306.55,1.0103622936240961
DMART,2018-03-12,1306.55,1315.65,1.006964907581034
DMART,2018-03-13,1315.65,1337.9,1.0169117926500209
DMART,2018-03-14,1337.9,1345.2,1.0054563121309514
DMART,2018-03-15,1345.2,1359.8,1.010853404698186
DMART,2018-03-16,1359.8,1365.8,1.004412413590234
DMART,2018-03-19,1365.8,1342.55,0.9829770098110997
DMART,2018-03-20,1342.55,1346.5,1.00294216230308
DMART,2018-03-21,1346.5,1339.6,0.9948756034162644
DMART,2018-03-22,1339.6,1320.45,0.9857046879665573
DMART,2018-03-23,1320.45,1281.1,0.9701995531826271
DMART,2018-03-26,1281.1,1341.45,1.0471079541019437
DMART,2018-03-27,1341.45,1355.2,1.010250102501025
DMART,2018-03-28,1355.2,1324.8,0.9775678866587957
DMART,2018-04-02,1324.8,1357.3,1.0245320048309179
DMART,2018-04-03,1357.3,1364.3,1.00515729757607
DMART,2018-04-04,1364.3,1359.15,0.9962251704170638
DMART,2018-04-05,1359.15,1401.3,1.0310120295773093
DMART,2018-04-06,1401.3,1419.85,1.0132377078427175
DMART,2018-04-09,1419.85,1440.5,1.0145437898369547
DMART,2018-04-10,1440.5,1488.85,1.0335647344671988
DMART,2018-04-11,1488.85,1473.0,0.9893541995499883
DMART,2018-04-12,1473.0,1471.25,0.9988119484046164
DMART,2018-04-13,1471.25,1469.1,0.9985386576040781
DMART,2018-04-16,1469.1,1481.4,1.008372472942618
DMART,2018-04-17,1481.4,1506.8,1.0171459430268663
DMART,2018-04-18,1506.8,1492.65,0.9906092381205204
DMART,2018-04-19,1492.65,1488.65,0.9973202023247245
DMART,2018-04-20,1488.65,1475.4,0.9910993181741846
DMART,2018-04-23,1475.4,1489.5,1.0095567303782025
DMART,2018-04-24,1489.5,1475.75,0.990768714333669
DMART,2018-04-25,1475.75,1480.25,1.0030492969676437
DMART,2018-04-26,1480.25,1474.35,0.9960141867927714
DMART,2018-04-27,1474.35,1483.0,1.0058669922338659
DMART,2018-04-30,1483.0,1490.65,1.0051584625758598
DMART,2018-05-02,1490.65,1495.85,1.0034884110958306
DMART,2018-05-03,1495.85,1492.3,0.9976267673897784
DMART,2018-05-04,1492.3,1486.8,0.9963144139918247
DMART,2018-05-07,1486.8,1465.0,0.9853376378800108
DMART,2018-05-08,1465.0,1467.15,1.0014675767918089
DMART,2018-05-09,1467.15,1447.75,0.9867770848243193
DMART,2018-05-10,1447.75,1456.45,1.0060093248143671
DMART,2018-05-11,1456.45,1453.9,0.9982491674963095
DMART,2018-05-14,1453.9,1425.2,0.980259990370727
DMART,2018-05-15,1425.2,1485.45,1.0422747684535503
DMART,2018-05-16,1485.45,1494.95,1.00639536840688
DMART,2018-05-17,1494.95,1495.0,1.0000334459346467
DMART,2018-05-18,1495.0,1417.2,0.9479598662207358
DMART,2018-05-21,1417.2,1345.45,0.9493720011289868
DMART,2018-05-22,1345.45,1380.55,1.026087925972723
DMART,2018-05-23,1380.55,1358.75,0.9842091919887002
DMART,2018-05-24,1358.75,1409.9,1.037644894204232
DMART,2018-05-25,1409.9,1497.55,1.0621675296120292
DMART,2018-05-28,1497.55,1528.9,1.0209341925144404
DMART,2018-05-29,1528.9,1544.05,1.0099090849630452
DMART,2018-05-30,1544.05,1565.95,1.014183478514297
DMART,2018-05-31,1565.95,1572.15,1.0039592579584278
DMART,2018-06-01,1572.15,1531.1,0.9738892599306681
DMART,2018-06-04,1531.1,1486.4,0.9708053033766574
DMART,2018-06-05,1486.4,1453.75,0.9780341765339073
DMART,2018-06-06,1453.75,1519.55,1.045262252794497
DMART,2018-06-07,1519.55,1555.55,1.0236912243756375
DMART,2018-06-08,1555.55,1593.55,1.024428658673781
DMART,2018-06-11,1593.55,1594.4,1.0005334002698378
DMART,2018-06-12,1594.4,1607.95,1.0084984947315605
DMART,2018-06-13,1607.95,1595.85,0.9924748903883827
DMART,2018-06-14,1595.85,1568.5,0.9828617977880127
DMART,2018-06-15,1568.5,1535.35,0.9788651577940707
DMART,2018-06-18,1535.35,1523.65,0.9923795877161561
DMART,2018-06-19,1523.65,1485.05,0.9746660978571193
DMART,2018-06-20,1485.05,1483.75,0.9991246085990371
DMART,2018-06-21,1483.75,1490.35,1.0044481887110361
DMART,2018-06-22,1490.35,1494.25,1.002616834971651
DMART,2018-06-25,1494.25,1480.5,0.990798059227037
DMART,2018-06-26,1480.5,1468.25,0.991725768321513
DMART,2018-06-27,1468.25,1452.5,0.9892729439809297
DMART,2018-06-28,1452.5,1435.45,0.9882616179001722
DMART,2018-06-29,1435.45,1485.4,1.0347974502769166
DMART,2018-07-02,1485.4,1525.9,1.0272653830618015
DMART,2018-07-03,1525.9,1521.95,0.997411363785307
DMART,2018-07-04,1521.95,1538.3,1.0107427970695488
DMART,2018-07-05,1538.3,1546.45,1.005298056295911
DMART,2018-07-06,1546.45,1568.25,1.014096802353778
DMART,2018-07-09,1568.25,1563.85,0.9971943248844253
DMART,2018-07-10,1563.85,1598.1,1.0219010774690667
DMART,2018-07-11,1598.1,1595.95,0.9986546523997247
DMART,2018-07-12,1595.95,1587.75,0.9948619944233842
DMART,2018-07-13,1587.75,1576.0,0.9925995906156511
DMART,2018-07-16,1576.0,1548.05,0.982265228426396
DMART,2018-07-17,1548.05,1561.65,1.008785245954588
DMART,2018-07-18,1561.65,1551.8,0.993692568757404
DMART,2018-07-19,1551.8,1522.0,0.9807964943936075
DMART,2018-07-20,1522.0,1521.5,0.9996714848883048
DMART,2018-07-23,1521.5,1531.6,1.0066381860006572
DMART,2018-07-24,1531.6,1571.65,1.0261491250979369
DMART,2018-07-25,1571.65,1563.05,0.9945280437756497
DMART,2018-07-26,1563.05,1556.6,0.9958734525447043
DMART,2018-07-27,1556.6,1566.7,1.0064885005781834
DMART,2018-07-30,1566.7,1594.85,1.0179677028148337
DMART,2018-07-31,1594.85,1654.9,1.0376524438034926
DMART,2018-08-01,1654.9,1669.7,1.008943138558221
DMART,2018-08-02,1669.7,1656.35,0.992004551715877
DMART,2018-08-03,1656.35,1650.75,0.9966190720560268
DMART,2018-08-06,1650.75,1635.55,0.9907920642132364
DMART,2018-08-07,1635.55,1624.85,0.9934578582128336
DMART,2018-08-08,1624.85,1627.85,1.001846324276087
DMART,2018-08-09,1627.85,1613.2,0.9910003992996899
DMART,2018-08-10,1613.2,1589.4,0.9852467146045129
DMART,2018-08-13,1589.4,1566.05,0.9853089216056372
DMART,2018-08-14,1566.05,1571.6,1.0035439481498036
DMART,2018-08-16,1571.6,1563.55,0.9948778315092899
DMART,2018-08-17,1563.55,1616.7,1.0339931565987657
DMART,2018-08-20,1616.7,1614.15,0.998422712933754
DMART,2018-08-21,1614.15,1587.5,0.9834897624136542
DMART,2018-08-23,1587.5,1554.85,0.9794330708661416
DMART,2018-08-24,1554.85,1559.7,1.0031192719554942
DMART,2018-08-27,1559.7,1588.1,1.0182086298647175
DMART,2018-08-28,1588.1,1592.45,1.0027391222215227
DMART,2018-08-29,1592.45,1603.1,1.0066878080944455
DMART,2018-08-30,1603.1,1591.8,0.9929511571330547
DMART,2018-08-31,1591.8,1604.5,1.0079783892448801
DMART,2018-09-03,1604.5,1604.65,1.0000934870676224
DMART,2018-09-04,1604.65,1573.4,0.9805253482067741
DMART,2018-09-05,1573.4,1564.3,0.9942163467649675
DMART,2018-09-06,1564.3,1560.5,0.9975707984401969
DMART,2018-09-07,1560.5,1561.2,1.000448574174944
DMART,2018-09-10,1561.2,1526.4,0.9777094542659494
DMART,2018-09-11,1526.4,1506.8,0.9871593291404611
DMART,2018-09-12,1506.8,1522.6,1.010485797717016
DMART,2018-09-14,1522.6,1535.15,1.008242479968475
DMART,2018-09-17,1535.15,1524.8,0.9932579878187798
DMART,2018-09-18,1524.8,1534.7,1.0064926547743966
DMART,2018-09-19,1534.7,1515.15,0.9872613540105558
DMART,2018-09-21,1515.15,1501.85,0.9912219912219911
DMART,2018-09-24,1501.85,1450.75,0.9659752971335354
DMART,2018-09-25,1450.75,1427.15,0.9837325521282096
DMART,2018-09-26,1427.15,1420.8,0.9955505728199557
DMART,2018-09-27,1420.8,1404.75,0.9887035472972974
DMART,2018-09-28,1404.75,1395.95,0.9937355401316961
DMART,2018-10-01,1395.95,1348.75,0.9661879007127762
DMART,2018-10-03,1348.75,1301.4,0.9648934198331789
DMART,2018-10-04,1301.4,1346.35,1.03453972644844
DMART,2018-10-05,1346.35,1331.2,0.988747353956995
DMART,2018-10-08,1331.2,1304.9,0.980243389423077
DMART,2018-10-09,1304.9,1372.5,1.0518047359950953
DMART,2018-10-10,1372.5,1374.4,1.001384335154827
DMART,2018-10-11,1374.4,1326.1,0.9648573923166471
DMART,2018-10-12,1326.1,1411.7,1.0645501847522811
DMART,2018-10-15,1411.7,1329.75,0.9419494226818729
DMART,2018-10-16,1329.75,1336.95,1.005414551607445
DMART,2018-10-17,1336.95,1308.65,0.9788324170687012
DMART,2018-10-19,1308.65,1234.25,0.9431475184350284
DMART,2018-10-22,1234.25,1191.8,0.9656066437107554
DMART,2018-10-23,1191.8,1133.7,0.9512502097667395
DMART,2018-10-24,1133.7,1168.25,1.0304754344182765
DMART,2018-10-25,1168.25,1187.1,1.0161352450246093
DMART,2018-10-26,1187.1,1226.6,1.033274366102266
DMART,2018-10-29,1226.6,1291.25,1.0527066688406979
DMART,2018-10-30,1291.25,1273.6,0.9863310745401742
DMART,2018-10-31,1273.6,1337.95,1.050526067839196
DMART,2018-11-01,1337.95,1366.1,1.0210396502111438
DMART,2018-11-02,1366.1,1462.5,1.0705658443744968
DMART,2018-11-05,1462.5,1436.05,0.9819145299145299
DMART,2018-11-06,1436.05,1424.0,0.9916089272657638
DMART,2018-11-07,1424.0,1425.15,1.0008075842696629
DMART,2018-11-09,1425.15,1396.75,0.9800722730940602
DMART,2018-11-12,1396.75,1391.75,0.9964202613209235
DMART,2018-11-13,1391.75,1374.35,0.9874977546254715
DMART,2018-11-14,1374.35,1380.7,1.0046203659911959
DMART,2018-11-15,1380.7,1388.45,1.005613094806982
DMART,2018-11-16,1388.45,1387.9,0.9996038748244446
DMART,2018-11-19,1387.9,1412.55,1.0177606455796526
DMART,2018-11-20,1412.55,1412.5,0.9999646030229019
DMART,2018-11-21,1412.5,1421.35,1.0062654867256637
DMART,2018-11-22,1421.35,1410.9,0.9926478348049391
DMART,2018-11-26,1410.9,1393.7,0.9878091998015451
DMART,2018-11-27,1393.7,1404.95,1.0080720384587787
DMART,2018-11-28,1404.95,1443.7,1.027581052706502
DMART,2018-11-29,1443.7,1438.1,0.9961210777862436
DMART,2018-11-30,1438.1,1492.5,1.037827689312287
